title,media,date,datetime,desc,link,img,publisher
Trans actress sues French far-right politician after transphobic slur,Euronews.com,1 hours ago,2024-05-30 20:48:36.047194,"The actress, who became the first transgender woman to win the Best Actress prize at Cannes, dedicated her award to “all the trans people who are suffering”...",https://www.euronews.com/culture/2024/05/30/trans-actress-karla-sofia-gascon-sues-french-far-right-politician-after-transphobic-remark&ved=2ahUKEwjfs-WhrbaGAxUvKFkFHTEZC_k4ChDF9AF6BAgGEAI&usg=AOvVaw2k2E6Nt9GTvfyaWNEQj7ij,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Who will be next NATO secretary general?,Euronews.com,2 hours ago,2024-05-30 19:48:36.048762,Euronews examines contenders and challenges for the top military post – with Mark Rutte's coronation still not guaranteed.,https://www.euronews.com/my-europe/2024/05/30/who-will-be-next-nato-secretary-general&ved=2ahUKEwjfs-WhrbaGAxUvKFkFHTEZC_k4ChDF9AF6BAgCEAI&usg=AOvVaw1jNnNz7vCvTTTAuBLeJCv8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Spain's parliament gives final approval to amnesty law for Catalonia's separatists,Euronews.com,3 hours ago,2024-05-30 18:48:36.050272,"The measure is supposed to help keep the country's government together, but has infuriated many Spaniards who consider it a blow against the rule of law.",https://www.euronews.com/my-europe/2024/05/30/spains-parliament-expected-to-give-final-approval-to-amnesty-law-for-catalonias-separatist&ved=2ahUKEwjfs-WhrbaGAxUvKFkFHTEZC_k4ChDF9AF6BAgBEAI&usg=AOvVaw3sg_86_4ARI-AjFYFqXaAY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
AfD fears losing voters over latest Russia and China spy scandals,Euronews.com,3 hours ago,2024-05-30 18:48:36.051757,Recent investigations linking top AfD members to Beijing and Moscow have rattled the far-right party voting base in the run-up to the European elections in...,https://www.euronews.com/my-europe/2024/05/30/afd-fears-voters-losing-patience-over-latest-russia-and-china-spy-scandals&ved=2ahUKEwjfs-WhrbaGAxUvKFkFHTEZC_k4ChDF9AF6BAgDEAI&usg=AOvVaw3DQxw95jrIboB9UyTaD-u1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
US pledges €124 million in aid to Moldova to counter Russian influence,Euronews.com,3 hours ago,2024-05-30 18:48:36.053672,Some €78 million will be directed to bolster energy infrastructure and €46 million to overhaul key industries and deter disinformation.,https://www.euronews.com/2024/05/30/us-pledges-124-million-in-aid-to-moldova-to-counter-russian-influence&ved=2ahUKEwjfs-WhrbaGAxUvKFkFHTEZC_k4ChDF9AF6BAgIEAI&usg=AOvVaw3iavvOYA4_WenD_XDOBzX1,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Four arrested in world's largest malware network operation - Europol,Euronews.com,3 hours ago,2024-05-30 18:48:36.055574,Police arrested four people and took down 100 servers across Europe and North America in what Europol said was the biggest sweep against malware ever...,https://www.euronews.com/next/2024/05/30/four-arrested-in-worlds-largest-malware-network-operation-europol-says&ved=2ahUKEwjfs-WhrbaGAxUvKFkFHTEZC_k4ChDF9AF6BAgEEAI&usg=AOvVaw2SNd5icE5e7Z4zoTMX02tw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Migration splinters Italy ahead of European elections,Euronews.com,4 hours ago,2024-05-30 17:48:36.409466,The adoption of the EU's pact on migration and asylum has left Italy's leaders and opposition parties so divided.,https://www.euronews.com/my-europe/2024/05/30/migration-remains-a-hot-topic-in-italy-ahead-of-european-elections&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgHEAI&usg=AOvVaw0gSZdgwrPtx95Xd3nUNe6-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
John Lennon's long-lost guitar breaks world record at auction,Euronews.com,5 hours ago,2024-05-30 16:48:36.411520,A guitar used by John Lennon has become the most expensive Beatles instrument ever sold at auction.,https://www.euronews.com/culture/2024/05/30/while-my-guitar-gently-sells-john-lennons-long-lost-guitar-breaks-world-record-at-auction&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgJEAI&usg=AOvVaw0680t68sphsVhpMEboOMoh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Who's in the frame to be the next health Commissioner?,Euronews.com,5 hours ago,2024-05-30 16:48:36.413173,"With a key contender suddenly out of the game, the race for the health portfolio in the next EU executive is back in play.",https://www.euronews.com/health/2024/05/30/whos-in-the-frame-to-be-the-next-health-commissioner&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgFEAI&usg=AOvVaw2lMMyTS10IuZuiaUUD3r05,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Could a left-nationalist party emerge in the next EU parliament?,Euronews.com,6 hours ago,2024-05-30 15:48:36.414755,"Radio Schuman is your new go-to podcast to spice up your weekday mornings with relevant news, insights, and behind-the-scenes stories from Brussels and...",https://www.euronews.com/my-europe/2024/05/30/could-a-left-nationalist-party-emerge-in-the-next-eu-parliament-radio-schuman-podcast&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgAEAI&usg=AOvVaw0MIblIONxz8dnmsLoCs_lw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
"The New Caledonia riots are over, but what remains?",Euronews.com,6 hours ago,2024-05-30 15:48:36.416277,A recent attempt to alter French voting lists in New Caledonia sent the archipelago into a violent crisis – and some are warning that the conflict is far...,https://www.euronews.com/2024/05/30/how-french-colonisation-set-new-caledonia-on-fire&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgEEAI&usg=AOvVaw1J-fHLqgMJFKxhLVVFNlMx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Grate news: There's finally a museum dedicated to French cheese and its makers,Euronews.com,6 hours ago,2024-05-30 15:48:36.417801,"It makes sense that the founder of a new cheese museum in Paris would have cheese as his profile picture on Whatsapp. The colour of Cantaloupe,...",https://www.euronews.com/culture/2024/05/30/grate-news-theres-finally-a-museum-dedicated-to-french-cheese-and-its-makers&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgDEAI&usg=AOvVaw3QrRXE1HhS8Oe_YmP0gENN,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Pfizergate plaintiff asks leaders to sack von der Leyen and Commission,Euronews.com,6 hours ago,2024-05-30 15:48:36.419311,The plaintiff in the Pfizergate affair has called on the European Council to force the resignation of EU executive chief Ursula von der Leyen and the rest...,https://www.euronews.com/health/2024/05/30/pfizergate-plaintiff-asks-leaders-to-sack-von-der-leyen-and-commission&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgBEAI&usg=AOvVaw0y8iraxI6aWjSJyGbfwS4R,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Latest news bulletin: May 30th 2024 Morning | euronews 🇬🇧,YouTube,6 hours ago,2024-05-30 15:48:36.420833,World #Topnewsstoriestoday #euronews LATEST NEWS BULLETIN review the most important news of the day. May 30th of 2024: 00:00 - 00:22 Headlines 00:23...,https://www.youtube.com/watch%3Fv%3D0V3UQG7vecM&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgIEAI&usg=AOvVaw2RpdfgupSVW1ART8xKVq2-,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Europe's leading honey producer accused of 'Frenchwashing' over its label,Euronews.com,7 hours ago,2024-05-30 14:48:36.422310,Famille Michaud Apiculteurs is accused of misleading its customers by failing to label certain jars clearly enough and potentially giving a false impression...,https://www.euronews.com/business/2024/05/30/europes-leading-honey-producer-accused-of-frenchwashing-over-its-label&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgGEAI&usg=AOvVaw0KQOF2G0TU6er4X7N8zONu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
'Unchartered territory': What Europe's wetter climate means for hydropower,Euronews.com,7 hours ago,2024-05-30 14:48:36.423801,"Despite increased potential in some countries, hydroelectric plants are having to contend with more extreme conditions.",https://www.euronews.com/green/2024/05/30/unchartered-territory-what-europes-wetter-climate-means-for-hydropower&ved=2ahUKEwi3nv6hrbaGAxVSE1kFHc1eCUY4FBDF9AF6BAgCEAI&usg=AOvVaw1A5n5U_vbYYGAn5ZWfNOB9,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Russian strikes in Donetsk and Kherson villages kill at least five,Euronews.com,1 day ago,2024-05-29 21:48:37.114169,A fifty-three-year-old man and a thirteen-year-old boy have died as a result of a Russian aerial attack on Selydove in the Donetsk region of eastern Ukraine...,https://www.euronews.com/2024/05/29/russian-strikes-in-donetsk-and-kherson-villages-kill-at-least-five&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgBEAI&usg=AOvVaw0K6r-xBymG9Orb-kbDAV58,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
The bonds that bind: Our adversarial sovereign bond habit,Euronews.com,1 day ago,2024-05-29 21:48:37.126993,"No one is obligated to help China fund its war machine. The decision to buy Chinese sovereign bonds should reside with informed investors, Elaine Dezenski...",https://www.euronews.com/2024/05/29/the-bonds-that-bind-our-adversarial-sovereign-bond-habit&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgJEAI&usg=AOvVaw2E-8RtjDvXBZRlxNR_-c9D,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Ancient Egyptians may have tried to treat cancer 4000 years ago,Euronews.com,1 day ago,2024-05-29 21:48:37.143841,Thin cuts in a skull from Ancient Egypt shed light on what could be the earliest known attempt to treat cancer.,https://www.euronews.com/health/2024/05/29/ancient-egyptians-may-have-tried-to-treat-cancer-4000-years-ago&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgFEAI&usg=AOvVaw1URh7IgakPvF0KdX7ddF-H,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
European Parliament's rival hard-right groups will unite - Vistisen,Euronews.com,1 day ago,2024-05-29 21:48:37.156215,Vistisen exclusively tells Euronews there is “no more political divide” between Meloni and Le Pen's political factions than there is within other mainstream...,https://www.euronews.com/2024/05/29/european-parliaments-competing-hard-right-groups-will-unite-to-form-bloc-anders-vistisen-s&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgGEAI&usg=AOvVaw3rAmk1EiwpQrgPdTMPUW-S,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Volcanic eruption in Iceland forces thousands to evacuate,YouTube,1 day ago,2024-05-29 21:48:37.168914,Live video from south-western Iceland showed the fifth time that the volcano has erupted since December. READ MORE : https://www.euronews.com/2024/05/29/v.,https://www.youtube.com/watch%3Fv%3Dghcu2WGBl9o&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgCEAI&usg=AOvVaw3Ze_D5YzwHGPFKlMmBa-Td,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
#SwiftiesForPalestine: Taylor Swift urged to speak up on Gaza conflict,Euronews.com,1 day ago,2024-05-29 21:48:37.185188,"Following an Israeli airstrike on a camp at the Gazan city of Rafah, and a second airstrike this week, the hashtags #AllEyesOnRafah and #SwiftiesFor...",https://www.euronews.com/culture/2024/05/29/swiftiesforpalestine-taylor-swift-urged-to-speak-up-on-gaza-conflict&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgEEAI&usg=AOvVaw0aXxOhxOi0k3e2fAsg8NLx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Venezuela revokes invitation for European Union mission to observe presidential election in July,Euronews.com,1 day ago,2024-05-29 21:48:37.197001,Nicolás Maduro's authoritarian regime is still subject to various international sanctions because of its intolerance of political opposition.,https://www.euronews.com/2024/05/29/venezuela-revokes-invitation-for-european-union-mission-to-observe-presidential-election-i&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgIEAI&usg=AOvVaw3wUgy2qIYq6D7jnlJTOypa,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
'Europe is mortal' warns French PM Attal ahead of EU elections,Euronews.com,1 day ago,2024-05-29 21:48:37.210049,"The far-right National Rally party currently tops the French polls, raising concerns of a rightward lurch across the European Union.",https://www.euronews.com/my-europe/2024/05/29/europe-is-mortal-warns-french-pm-attal-ahead-of-eu-elections&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgHEAI&usg=AOvVaw3lz8ghhmRwOwQapT_aCUSw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Who is Dick Schoof and why did Geert Wilders choose him as new PM?,Euronews.com,1 day ago,2024-05-29 21:48:37.222485,"Schoof's apparent lack of political experience starkly contrasts with that of his liberal predecessor, Mark Rutte, who has led the Netherlands since 2010...",https://www.euronews.com/my-europe/2024/05/29/who-is-dick-schoof-and-why-did-geert-wilders-appoint-him&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgDEAI&usg=AOvVaw1x5IBvtRjf17AlflgorLjZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
"WEF: Economic outlook improves for 2024, but geopolitical woes remain",Euronews.com,1 day ago,2024-05-29 21:48:37.235521,"Although the United States and Asia are expected to see decent growth, European prospects remain bleak.",https://www.euronews.com/business/2024/05/29/wef-economic-outlook-improves-for-2024-but-geopolitical-woes-remain&ved=2ahUKEwiji5WirbaGAxU-D1kFHfyaDBY4HhDF9AF6BAgAEAI&usg=AOvVaw0CfZ9vq1uoekS21X6d08kT,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Germany stops requiring COVID-19 vaccination for members of military,Euronews.com,1 day ago,2024-05-29 21:48:37.582048,"German soldiers no longer have to prove that they are vaccinated against COVID-19. Members of Germany's armed forces, called the Bundeswehr, are required to...",https://www.euronews.com/health/2024/05/29/germany-stops-requiring-covid-19-vaccination-for-members-of-military&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgAEAI&usg=AOvVaw3lG2MbFUnmyEqnbuOsrMQD,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
"Introducing infants to peanuts can help prevent allergy, study finds",Euronews.com,1 day ago,2024-05-29 21:48:37.595150,The new findings provide evidence that introducing peanuts to infants could prevent peanut allergy in adolescence.,https://www.euronews.com/health/2024/05/29/introducing-infants-to-peanuts-can-help-prevent-allergy-later-study-finds&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgJEAI&usg=AOvVaw2fW7LLJSJrbkd5yaXvy7l_,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Video. WATCH: Bombing Injures Six in Donetsk region,Euronews.com,1 day ago,2024-05-29 21:48:37.606414,"The attack involved a high-explosive aerial bomb (ODAB-1500), which caused significant damage to over 100 houses, twelve cars, and a church.",https://www.euronews.com/video/2024/05/29/watch-high-explosive-bomb-devastates-a-donetsk-region-village-injuring-seven-people&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgGEAI&usg=AOvVaw34Bf1uYiyWOfI1AnbC2oZu,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
German inflation rises as consumer confidence hits 2-year high,Euronews.com,1 day ago,2024-05-29 21:48:37.618289,"Germany's annual inflation rose to 2.4% in May, matching forecasts, while the core rate held at 3.0%. Consumer sentiment improved to an over 2-year high as...",https://www.euronews.com/business/2024/05/29/german-inflation-rises-as-consumer-confidence-hits-2-year-high&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgHEAI&usg=AOvVaw0OXs-R4WYJXt9M-Y85apyx,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Volcanic eruption in Iceland forces thousands to evacuate,Euronews.com,1 day ago,2024-05-29 21:48:37.629467,Live video from south-western Iceland showed the fifth time that the volcano has erupted since December.,https://www.euronews.com/2024/05/29/volcanic-eruption-in-iceland-forces-thousands-to-evacuate&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgIEAI&usg=AOvVaw0cQnJLSfH3pn85Hn1ONDee,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Is Italy's new Africa strategy a blueprint for Europe?,Euronews.com,1 day ago,2024-05-29 21:48:37.641678,"The Italian-made Mattei Plan signifies not just a policy initiative but a window of opportunity to redefine Europe's role in Africa and globally,...",https://www.euronews.com/2024/05/29/is-italys-new-africa-strategy-a-blueprint-for-europe&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgFEAI&usg=AOvVaw05vZ50IOrbYgX8Nw5qzyn4,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Poland to further fortify Belarus border after soldier stabbed,Euronews.com,1 day ago,2024-05-29 21:48:37.652849,"The pressure of mass migration and the war in Ukraine have both forced the issue of securing the EU's eastern frontier, according to authorities.",https://www.euronews.com/2024/05/29/polands-leader-says-the-border-with-belarus-will-be-further-fortified-after-a-soldier-is-s&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgEEAI&usg=AOvVaw0W4WNDK5sXnqD9eHZybtx8,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Dua Lipa shares support for #AllEyesOnRafah – What does it mean?,Euronews.com,1 day ago,2024-05-29 21:48:37.664182,The 'All Eyes On Rafah' image has been shared millions of times on social media following an Israeli airstrike. Countless celebrities are showing their...,https://www.euronews.com/culture/2024/05/29/dua-lipa-shares-support-for-alleyesonrafah-what-does-it-mean&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgDEAI&usg=AOvVaw3Lj19NEArZx0k2gUMT9Tkb,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
A food tour and a coffee break in Qatar,Euronews.com,1 day ago,2024-05-29 21:48:37.677251,Qatar 365 treats your taste buds visiting the Qatar International Food Festival and an exhibition dedicated to coffee.,https://www.euronews.com/2024/05/29/a-food-tour-and-a-coffee-break-in-qatar&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgBEAI&usg=AOvVaw3Ce0TjgPu3pmUCt_bIBdBZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Greek-owned cargo ship hit by twin missile attacks off Yemen,Euronews.com,1 day ago,2024-05-29 21:48:37.688465,"Strikes are thought to have been the work of Houthi rebels, who claim to be intercepting and attacking ships in support of the Palestinian people.",https://www.euronews.com/2024/05/29/red-sea-ship-hit-by-twin-missile-attacks-off-yemen&ved=2ahUKEwjwpMairbaGAxWpFFkFHTdiDgM4KBDF9AF6BAgCEAI&usg=AOvVaw22GTSXCNH3aWT1mBHfmDaF,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
German department store chain reaches rescue milestone,Euronews.com,1 day ago,2024-05-29 21:48:38.042572,"Creditors have approved a restructuring plan for the department store chain Galeria Karstadt Kaufhof, saving it from a break up.",https://www.euronews.com/2024/05/29/german-department-store-chain-reaches-rescue-milestone&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgIEAI&usg=AOvVaw05q-tVKfMMlJ7YcBw__gST,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Russian influence: Police raid EU offices and home of Dutch MEP aide,Euronews.com,1 day ago,2024-05-29 21:48:38.053580,The Belgian prosecutor says the employee played a 'significant role' in a suspected Russian propaganda operation which infiltrated the European Parliament.,https://www.euronews.com/my-europe/2024/05/29/russian-influence-probe-police-search-eu-parliament-offices-and-staffer-home&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgJEAI&usg=AOvVaw3XX7lzD2zfWTaUNY_yPsKh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Why is 'Furiosa' a flop & should we be worried for 2024's box office?,Euronews.com,1 day ago,2024-05-29 21:48:38.064580,Why has the follow-up to 'Mad Max: Fury Road' been denied box office Valhalla – and what does this mean for 2024's box office prospects?1 day ago,https://www.euronews.com/culture/2024/05/29/why-is-furiosa-a-flop-should-we-be-worried-for-2024s-box-office&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgDEAI&usg=AOvVaw2618smLu5N4tjLANsNoYgv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
"Poland exits Article 7, the EU's special procedure on rule of law",Euronews.com,1 day ago,2024-05-29 21:48:38.079454,Polish Prime Minister Donald Tusk has promised to restore the rule of law and reset relations between Warsaw and Brussels.,https://www.euronews.com/my-europe/2024/05/29/poland-exits-article-7-the-eus-special-procedure-on-rule-of-law&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgFEAI&usg=AOvVaw2yDOEzyHp7QZeot-F5PS1R,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Latest news bulletin | May 29th – Midday,YouTube,1 day ago,2024-05-29 21:48:38.091778,"Catch up with the most important stories from around Europe and beyond - latest news, breaking news, World, Business, Entertainment, Politics, Culture,...",https://www.youtube.com/watch%3Fv%3DFVcvdfuwO4g&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgBEAI&usg=AOvVaw38lf2tC_y-FS_-wJO4GfD3,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Facing the music: Spotify hikes fees in France to highest in Europe,Euronews.com,1 day ago,2024-05-29 21:48:38.103391,The platform is passing on its tax burden after the French government introduced a levy to support the nation's music industry.,https://www.euronews.com/business/2024/05/29/facing-the-music-spotify-hikes-fees-in-france-to-highest-in-europe&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgGEAI&usg=AOvVaw03NDPAXOCGY_hhuFBMYIrv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Nationalist left group could arise in European Parliament. This is how,Euronews.com,1 day ago,2024-05-29 21:48:38.116680,Leftist fractions and parties from across the EU are ready to join forces in a new parliament group to compete with the far right on appeasement with Russia...,https://www.euronews.com/my-europe/2024/05/29/new-nationalist-left-group-could-blossom-in-european-parliament-this-is-how&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgEEAI&usg=AOvVaw24C9kbsjFIng8mETYMI6Vw,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
How are Ireland's newest political parties responding to immigration issues?,Euronews.com,1 day ago,2024-05-29 21:48:38.128335,Representatives from Ireland's newest political parties line up to explain why immigration tops their policy platforms for the upcoming 2024 European...,https://www.euronews.com/my-europe/2024/05/29/how-irelands-newest-political-parties-responding-to-immigration-issues&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgAEAI&usg=AOvVaw3Vx8V2zvjWWt9FEzIJB6Mo,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
Video. WATCH: Visitors thrilled by Pompeii's new insula complex,Euronews.com,1 day ago,2024-05-29 21:48:38.140974,Video. Over a thousand visitors admired the newly inaugurated Insula dei Casti Amanti complex in Pompeii's archaeological park on Tuesday.,https://www.euronews.com/video/2024/05/29/watch-visitors-thrilled-by-pompeiis-new-insula-complex&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgCEAI&usg=AOvVaw21AFxlA-UiwnrIhUyrLugM,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
AI fuels surge in tech company earnings in Europe and the US,Euronews.com,1 day ago,2024-05-29 21:48:38.151932,"As the AI boom continues to fuel earnings on both sides of the Atlantic, European companies mirror the success of their US counterparts.",https://www.euronews.com/business/2024/05/29/ai-fuels-surge-in-tech-company-earnings-in-europe-and-the-us&ved=2ahUKEwiKgeKirbaGAxXcElkFHYK3ByI4MhDF9AF6BAgHEAI&usg=AOvVaw0Qn35pfkav8ithdA7C24JB,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Euronews
